node_from,node_to,weight
1419,9123,1
1419,9675,1
1419,9774,1
1420,1604,1
1420,1643,1
1420,1901,1
1420,2094,1
1420,2190,1
1420,2450,1
1420,3769,1
1420,4851,1
1420,4952,1
1420,5088,1
1420,6669,1
1420,6907,1
1420,6936,1
1420,7476,1
1420,7567,1
1420,7913,1
1420,8584,1
1420,8663,1
1420,9314,1
1421,2123,1
1421,3021,1
1421,3140,1
1421,3371,1
1421,3575,1
1421,5353,1
1421,6021,1
1421,6147,1
1421,6374,1
1421,7120,1
1421,7582,1
1421,7815,1
1421,8370,1
1421,8902,1
1421,9246,1
1421,9664,1
1421,9944,1
1422,1459,1
1422,1489,1
1422,3803,1
1422,4145,1
1422,4181,1
1422,4290,1
1422,5160,1
1422,5171,1
1422,5624,1
1422,5774,1
1422,6800,1
1422,7014,1
1422,7447,1
1422,7886,1
1422,8143,1
1422,8280,1
1422,8658,1
1422,9067,1
1423,3476,1
1423,3579,1
1423,3897,1
1423,4103,1
1423,4163,1
1423,4215,1
1423,4256,1
1423,4914,1
1423,5111,1
1423,5233,1
1423,5446,1
1423,5559,1
1423,5635,1
1423,6510,1
1423,7705,1
1423,8014,1
1423,9992,1
1424,1934,1
1424,2475,1
1424,2564,1
1424,3358,1
1424,3741,1
1424,4362,1
1424,5209,1
1424,5417,1
1424,6459,1
1424,6531,1
1424,6623,1
1424,7230,1
1424,7761,1
1424,8001,1
1424,8580,1
1425,1520,1
1425,2013,1
1425,2258,1
1425,2490,1
1425,2973,1
1425,4003,1
1425,4310,1
1425,4434,1
1425,4730,1
1425,4805,1
1425,6215,1
1425,6714,1
1425,6823,1
1425,7088,1
1425,7476,1
1425,8093,1
1425,9029,1
1425,9597,1
1425,9795,1
1426,3746,1
1426,4921,1
1426,6926,1
1426,6927,1
1426,6989,1
1426,7079,1
1426,7581,1
1426,7642,1
1426,7782,1
1426,8573,1
1426,9096,1
1426,9235,1
1426,9465,1
1427,2391,1
1427,3970,1
1427,4088,1
1427,4153,1
1427,4663,1
1427,5552,1
1427,6026,1
1427,6959,1
1427,7073,1
1427,7419,1
1427,7640,1
1427,8270,1
1427,8344,1
1427,8510,1
1427,8680,1
1427,9123,1
1427,9432,1
1428,1671,1
1428,2257,1
1428,2297,1
1428,2603,1
1428,5164,1
1428,5447,1
1428,5616,1
1428,6127,1
1428,6200,1
1428,6879,1
1428,7056,1
1428,8578,1
1428,9340,1
1429,1742,1
1429,3171,1
1429,3263,1
1429,3281,1
1429,3972,1
1429,4157,1
1429,4306,1
1429,5890,1
1429,6153,1
1429,6375,1
1429,6421,1
1429,6685,1
1429,7283,1
1429,7941,1
1429,9866,1
1430,1660,1
1430,2130,1
1430,3299,1
1430,3780,1
1430,3917,1
1430,4276,1
1430,4513,1
1430,6753,1
1430,8237,1
1430,8295,1
1430,8789,1
1431,1501,1
1431,1836,1
1431,2483,1
1431,3841,1
1431,5008,1
1431,5048,1
1431,5745,1
1431,5945,1
1431,6695,1
1431,8609,1
1431,9489,1
1431,9634,1
1431,9713,1
1431,9847,1
1432,1559,1
1432,1643,1
1432,2774,1
1432,2936,1
1432,3413,1
1432,4011,1
1432,4209,1
1432,4260,1
1432,5040,1
1432,5550,1
1432,6960,1
1432,7127,1
1432,7254,1
1432,7448,1
1432,9284,1
1432,9407,1
1433,1763,1
1433,2452,1
1433,2806,1
1433,2926,1
1433,3324,1
1433,3392,1
1433,3431,1
1433,4997,1
1433,5950,1
1433,6060,1
1433,6463,1
1433,6817,1
1433,7576,1
1433,7788,1
1433,7930,1
1433,9145,1
1434,2446,1
1434,2844,1
1434,3080,1
1434,3141,1
1434,4405,1
1434,4806,1
1434,5259,1
1434,5677,1
1434,5850,1
1434,6050,1
1434,6245,1
1434,6994,1
1434,7319,1
1434,7368,1
1434,7835,1
1434,8344,1
1434,8877,1
1435,1702,1
1435,1741,1
1435,1833,1
1435,3172,1
1435,3201,1
1435,3744,1
1435,3862,1
1435,3913,1
1435,4124,1
1435,4279,1
1435,4324,1
1435,4468,1
1435,4582,1
1435,5740,1
1435,7928,1
1435,8117,1
1435,8138,1
1435,8251,1
1435,9027,1
1435,9691,1
1436,1537,1
1436,1547,1
1436,1938,1
1436,3804,1
1436,3869,1
1436,4853,1
1436,5004,1
1436,5663,1
1436,6156,1
1436,6248,1
1436,6409,1
1436,6743,1
1436,7224,1
1436,8459,1
1436,8594,1
1436,8910,1
1436,9013,1
1436,9572,1
1437,3710,1
1437,4019,1
1437,4049,1
1437,4083,1
1437,4657,1
1437,5012,1
1437,5578,1
1437,5779,1
1437,6147,1
1437,6390,1
1437,6648,1
1437,6654,1
1437,6965,1
1437,7701,1
1437,8183,1
1437,8301,1
1437,8470,1
1437,8485,1
1437,9290,1
1437,9577,1
1438,1556,1
1438,2947,1
1438,3084,1
1438,3182,1
1438,3188,1
1438,4579,1
1438,5799,1
1438,5918,1
1438,6481,1
1438,7013,1
1438,7221,1
1438,7341,1
1438,7354,1
1438,7393,1
1438,8507,1
1438,8982,1
1438,9162,1
1438,9639,1
1439,1867,1
1439,2162,1
1439,2626,1
1439,3200,1
1439,3552,1
1439,4537,1
1439,6083,1
1439,6223,1
1439,6402,1
1439,6570,1
1439,7570,1
1439,7821,1
1439,7950,1
1439,9258,1
1440,1506,1
1440,2267,1
1440,3532,1
1440,3579,1
1440,4149,1
1440,4542,1
1440,4645,1
1440,5110,1
1440,5604,1
1440,6132,1
1440,6288,1
1440,7181,1
1440,7549,1
1440,7959,1
1440,8741,1
1440,8800,1
1441,2274,1
1441,2825,1
1441,4021,1
1441,4398,1
1441,4439,1
1441,6033,1
1441,6272,1
1441,6944,1
1441,7237,1
1441,7524,1
1441,7900,1
1441,8059,1
1441,8570,1
1441,8871,1
1441,9941,1
1442,1511,1
1442,1535,1
1442,2144,1
1442,2559,1
1442,3109,1
1442,3337,1
1442,3785,1
1442,4520,1
1442,5118,1
1442,5201,1
1442,5998,1
1442,6171,1
1442,6243,1
1442,6924,1
1442,7871,1
1442,8341,1
1442,9473,1
1443,3494,1
1443,4253,1
1443,4700,1
1443,5172,1
1443,5491,1
1443,5504,1
1443,5892,1
1443,6721,1
1443,6979,1
1443,7268,1
1443,8169,1
1443,8177,1
1443,8450,1
1443,9166,1
1443,9812,1
1444,1494,1
1444,1816,1
1444,2769,1
1444,3367,1
1444,4871,1
1444,5091,1
1444,5145,1
1444,5621,1
1444,6555,1
1444,6684,1
1444,8682,1
1444,9410,1
1445,1555,1
1445,2391,1
1445,2509,1
1445,2631,1
1445,2809,1
1445,3387,1
1445,4033,1
1445,4035,1
1445,4468,1
1445,4713,1
1445,5322,1
1445,6651,1
1445,6801,1
1445,8193,1
1445,8835,1
1446,1575,1
1446,1748,1
1446,2428,1
1446,2554,1
1446,4209,1
1446,5284,1
1446,5700,1
1446,5741,1
1446,5752,1
1446,6989,1
1446,7053,1
1446,7110,1
1446,7232,1
1446,7614,1
1446,8105,1
1446,8481,1
1446,8801,1
1447,1654,1
1447,2031,1
1447,2924,1
1447,2944,1
1447,3064,1
1447,3210,1
1447,3561,1
1447,3960,1
1447,4772,1
1447,5074,1
1447,5484,1
1447,7105,1
1447,7282,1
1447,7301,1
1447,9096,1
1447,9915,1
1448,1596,1
1448,1730,1
1448,1778,1
1448,2086,1
1448,2483,1
1448,3263,1
1448,3331,1
1448,3874,1
1448,4043,1
1448,4550,1
1448,5761,1
1448,5883,1
1448,6066,1
1448,6080,1
1448,6401,1
1448,6999,1
1448,7422,1
1448,8002,1
1448,8109,1
1448,8238,1
1449,1524,1
1449,1978,1
1449,1993,1
1449,2803,1
1449,3215,1
1449,3558,1
1449,3987,1
1449,4131,1
1449,5487,1
1449,5651,1
1449,7305,1
1449,7615,1
1449,7785,1
1449,7790,1
1449,9236,1
1450,1939,1
1450,2385,1
1450,3039,1
1450,3054,1
1450,3790,1
1450,4348,1
1450,4373,1
1450,4400,1
1450,5088,1
1450,5280,1
1450,5932,1
1450,7181,1
1450,8791,1
1450,8913,1
1450,9004,1
1450,9790,1
1451,2157,1
1451,3164,1
1451,3362,1
1451,4720,1
1451,5290,1
1451,6450,1
1451,6798,1
1451,7054,1
1451,7140,1
1451,7965,1
1451,8021,1
1451,8339,1
1451,8658,1
1451,8699,1
1451,9275,1
1451,9416,1
1451,9743,1
1452,2212,1
1452,2477,1
1452,2633,1
1452,3108,1
1452,3882,1
1452,4420,1
1452,4568,1
1452,5099,1
1452,5248,1
1452,5267,1
1452,6036,1
1452,6215,1
1452,6283,1
1452,6680,1
1452,6761,1
1452,7518,1
1452,7580,1
1452,7926,1
1452,9377,1
1452,9730,1
1453,1666,1
1453,2363,1
1453,2616,1
1453,4073,1
1453,4496,1
1453,4685,1
1453,4993,1
1453,5782,1
1453,6000,1
1453,6705,1
1453,7051,1
1453,8281,1
1453,8809,1
1453,9009,1
1453,9159,1
1453,9430,1
1454,1513,1
1454,1561,1
1454,1867,1
1454,2786,1
1454,3041,1
1454,3084,1
1454,3250,1
1454,3618,1
1454,3740,1
1454,4371,1
1454,4567,1
1454,5478,1
1454,5588,1
1454,5969,1
1454,6042,1
1454,6083,1
1454,6339,1
1454,6420,1
1454,6850,1
1454,7599,1
1454,7660,1
1454,8331,1
1454,8621,1
1454,9113,1
1454,9315,1
1454,9661,1
1455,1567,1
1455,1631,1
1455,2229,1
1455,4620,1
1455,6728,1
1455,7552,1
1455,9339,1
1455,9883,1
1456,1864,1
1456,2591,1
1456,2650,1
1456,4657,1
1456,4784,1
1456,6249,1
1456,6434,1
1456,6966,1
1456,7952,1
1456,8026,1
1456,9170,1
1456,9834,1
1457,1848,1
1457,2171,1
1457,3207,1
1457,4062,1
1457,5415,1
1457,5764,1
1457,6031,1
1457,6645,1
1457,6839,1
1457,6866,1
1457,7290,1
1457,8030,1
1457,9567,1
1458,1584,1
1458,1727,1
1458,1745,1
1458,1887,1
1458,2951,1
1458,3581,1
1458,4433,1
1458,4582,1
1458,4814,1
1458,5169,1
1458,5289,1
1458,6366,1
1458,7010,1
1458,8063,1
1459,1702,1
1459,1889,1
1459,2151,1
1459,2204,1
1459,2516,1
1459,2519,1
1459,3149,1
1459,3200,1
1459,3282,1
1459,3572,1
1459,4097,1
1459,4585,1
1459,4598,1
1459,6401,1
1459,6580,1
1459,7841,1
1459,8446,1
1459,9018,1
1459,9066,1
1459,9389,1
1459,9942,1
1460,1545,1
1460,1791,1
1460,2148,1
1460,2295,1
1460,2681,1
1460,2862,1
1460,3599,1
1460,3636,1
1460,7689,1
1460,7709,1
1460,8804,1
1460,9717,1
1460,9857,1
1460,9877,1
1461,2147,1
1461,2266,1
1461,3317,1
1461,3889,1
1461,4034,1
1461,4103,1
1461,5028,1
1461,5254,1
1461,5865,1
1461,6812,1
1461,7536,1
1461,7751,1
1461,8250,1
1461,8474,1
1461,8587,1
1461,8852,1
1461,9499,1
1461,9749,1
1461,9981,1
1461,9986,1
1462,1810,1
1462,1834,1
1462,2020,1
1462,2932,1
1462,3098,1
1462,3412,1
1462,3448,1
1462,4368,1
1462,5220,1
1462,5367,1
1462,6490,1
1462,7485,1
1462,7912,1
1462,8257,1
1462,8474,1
1462,8512,1
1462,9145,1
1462,9568,1
1463,1747,1
1463,1881,1
1463,2045,1
1463,3235,1
1463,3328,1
1463,5568,1
1463,5925,1
1463,6248,1
1463,7518,1
1463,8430,1
1463,8558,1
1463,9647,1
1463,9709,1
1463,9932,1
1464,1621,1
1464,1642,1
1464,1822,1
1464,2457,1
1464,2702,1
1464,3460,1
1464,4165,1
1464,4336,1
1464,4456,1
1464,5407,1
1464,5565,1
1464,7279,1
1464,7374,1
1464,7640,1
1464,7909,1
1464,8670,1
1464,8870,1
1464,9323,1
1465,1708,1
1465,1837,1
1465,3397,1
1465,5208,1
1465,5221,1
1465,5540,1
1465,5636,1
1465,6016,1
1465,6180,1
1465,6855,1
1465,7761,1
1465,7945,1
1465,8610,1
1466,3225,1
1466,3646,1
1466,4105,1
1466,4132,1
1466,4864,1
1466,5360,1
1466,5577,1
1466,6187,1
1466,6638,1
1466,6687,1
1466,6705,1
1466,6893,1
1466,7059,1
1466,7565,1
1466,7945,1
1466,8058,1
1466,8136,1
1466,8288,1
1467,3303,1
1467,3753,1
1467,3908,1
1467,4055,1
1467,4712,1
1467,5125,1
1467,5265,1
1467,5568,1
1467,5573,1
1467,6777,1
1467,7010,1
1467,9900,1
1468,1614,1
1468,1808,1
1468,2486,1
1468,2906,1
1468,3688,1
1468,3689,1
1468,3935,1
1468,4022,1
1468,4630,1
1468,4726,1
1468,5378,1
1468,5508,1
1468,5564,1
1468,5598,1
1468,6315,1
1468,8049,1
1468,8316,1
1468,9710,1
1469,1654,1
1469,2361,1
1469,3079,1
1469,3690,1
1469,4105,1
1469,4210,1
1469,4528,1
1469,4706,1
1469,5608,1
1469,5874,1
1469,7009,1
1469,7315,1
1469,7698,1
1469,7847,1
1469,7966,1
1469,8312,1
1469,8402,1
1469,8918,1
1470,1548,1
1470,1664,1
1470,2133,1
1470,2604,1
1470,2932,1
1470,4293,1
1470,4473,1
1470,4476,1
1470,4587,1
1470,4654,1
1470,4695,1
1470,5173,1
1470,5252,1
1470,5289,1
1470,5390,1
1470,6382,1
1470,6650,1
1470,7806,1
1470,8271,1
1470,8506,1
1470,8672,1
1470,8676,1
1470,8899,1
1471,2260,1
1471,2298,1
1471,2413,1
1471,2919,1
1471,4193,1
1471,4391,1
1471,4447,1
1471,4618,1
1471,5343,1
1471,7117,1
1471,8629,1
1471,8928,1
1471,9502,1
1471,9687,1
1472,2709,1
1472,2736,1
1472,4411,1
1472,4500,1
1472,6533,1
1472,6539,1
1472,8099,1
1472,8463,1
1472,9140,1
1472,9324,1
1472,9800,1
1473,1813,1
1473,3426,1
1473,4027,1
1473,4341,1
1473,4759,1
1473,5723,1
1473,6091,1
1473,6558,1
1473,7573,1
1473,7745,1
1473,7839,1
1473,8022,1
1473,8994,1
1473,9623,1
1474,2865,1
1474,3105,1
1474,3357,1
1474,3649,1
1474,4074,1
1474,4400,1
1474,4672,1
1474,4999,1
1474,5356,1
1474,5379,1
1474,6241,1
1474,6746,1
1474,6887,1
1474,6963,1
1474,8131,1
1474,8339,1
1474,8583,1
1474,9555,1
1474,9745,1
1474,9959,1
1475,1831,1
1475,2850,1
1475,3104,1
1475,3206,1
1475,4218,1
1475,4799,1
1475,4997,1
1475,5200,1
1475,6253,1
1475,6271,1
1475,6767,1
1475,6983,1
1475,7039,1
1475,7346,1
1475,8140,1
1475,8367,1
1475,8419,1
1476,2273,1
1476,2684,1
1476,3419,1
1476,3472,1
1476,3748,1
1476,3997,1
1476,4913,1
1476,5694,1
1476,6136,1
1476,6330,1
1476,6516,1
1476,6895,1
1476,6970,1
1476,7337,1
1476,8113,1
1476,8410,1
1476,8771,1
1476,8932,1
1476,9304,1
1476,9471,1
1476,9610,1
1476,9823,1
1476,9844,1
1477,1892,1
1477,3259,1
1477,3429,1
1477,4075,1
1477,4652,1
1477,5014,1
1477,5270,1
1477,5774,1
1477,6304,1
1477,8190,1
1477,9790,1
1478,2321,1
1478,3771,1
1478,5593,1
1478,5858,1
1478,6445,1
1478,6587,1
1478,6711,1
1478,6853,1
1478,8150,1
1478,8324,1
1478,8471,1
1478,8533,1
1478,8749,1
1478,9411,1
1478,9642,1
1478,9847,1
1479,1889,1
1479,2168,1
1479,2246,1
1479,2859,1
1479,3246,1
1479,3342,1
1479,4284,1
1479,4584,1
1479,4680,1
1479,5420,1
1479,6223,1
1479,6391,1
1479,7056,1
1479,7104,1
1479,7591,1
1479,8304,1
1479,8579,1
1479,8708,1
1479,8715,1
1479,8964,1
1479,9264,1
1479,9514,1
1479,9614,1
1480,1513,1
1480,2424,1
1480,2960,1
1480,2994,1
1480,3845,1
1480,4237,1
1480,4329,1
1480,4520,1
1480,5450,1
1480,5797,1
1480,5815,1
1480,5938,1
1480,6161,1
1480,6244,1
1480,7983,1
1480,9875,1
1481,1991,1
1481,2320,1
1481,2860,1
1481,3446,1
1481,3505,1
1481,4561,1
1481,4996,1
1481,5039,1
1481,5099,1
1481,5949,1
1481,6330,1
1481,6512,1
1481,7029,1
1481,7122,1
1481,7390,1
1481,8319,1
1481,8438,1
1481,8453,1
1481,8663,1
1481,8750,1
1481,9311,1
1482,2058,1
1482,2279,1
1482,2929,1
1482,3165,1
1482,4225,1
1482,4740,1
1482,6196,1
1482,8872,1
1482,8981,1
1482,8984,1
1483,1963,1
1483,4072,1
1483,4600,1
1483,4911,1
1483,6088,1
1483,6110,1
1483,6508,1
1483,6805,1
1483,7218,1
1483,7230,1
1483,7284,1
1483,7337,1
1483,7471,1
1483,7701,1
1483,7802,1
1483,8567,1
1484,3591,1
1484,4058,1
1484,4071,1
1484,4094,1
1484,4559,1
1484,5600,1
1484,6287,1
1484,6364,1
1484,6885,1
1484,6969,1
1484,7117,1
1484,7188,1
1484,7538,1
1484,7555,1
1484,8514,1
1484,9917,1
1485,1516,1
1485,1655,1
1485,1815,1
1485,1890,1
1485,3119,1
1485,3506,1
1485,4511,1
1485,6441,1
1485,6876,1
1485,7019,1
1485,7305,1
1485,7367,1
1485,8358,1
1485,8660,1
1485,9077,1
1486,1519,1
1486,1641,1
1486,2620,1
1486,3744,1
1486,4138,1
1486,4834,1
1486,6300,1
1486,6336,1
1486,8161,1
1486,9604,1
1487,1577,1
1487,1816,1
1487,2302,1
1487,2493,1
1487,2974,1
1487,3903,1
1487,4912,1
1487,4941,1
1487,5519,1
1487,5950,1
1487,6771,1
1487,7332,1
1487,7761,1
1487,8204,1
1487,9145,1
1487,9204,1
1488,1556,1
1488,1941,1
1488,2364,1
1488,2519,1
1488,2574,1
1488,2690,1
1488,4194,1
1488,4499,1
1488,4532,1
1488,4682,1
1488,4748,1
1488,5484,1
1488,6138,1
1488,6408,1
1488,6539,1
1488,6630,1
1488,7270,1
1488,7526,1
1488,7556,1
1488,7670,1
1488,9056,1
1488,9156,1
1488,9287,1
1488,9497,1
1489,2446,1
1489,3138,1
1489,3522,1
1489,4204,1
1489,6371,1
1489,6822,1
1489,8744,1
1489,9703,1
1490,1782,1
1490,1790,1
1490,2449,1
1490,2532,1
1490,2815,1
1490,2880,1
1490,4324,1
1490,4613,1
1490,5237,1
1490,5639,1
1490,5972,1
1490,6060,1
1490,6150,1
1490,6663,1
1490,6843,1
1490,7418,1
1490,7679,1
1490,7687,1
1490,8614,1
1490,9352,1
1491,2154,1
1491,2167,1
1491,3626,1
1491,5966,1
1491,6719,1
1491,8042,1
1492,1573,1
1492,1919,1
1492,2652,1
1492,3154,1
1492,3421,1
1492,6253,1
1492,6382,1
1492,6506,1
1492,7096,1
1492,7713,1
1492,8948,1
1492,9521,1
1492,9578,1
1492,9590,1
1492,9732,1
1493,1965,1
1493,1982,1
1493,2725,1
1493,2813,1
1493,2892,1
1493,3387,1
1493,3910,1
1493,3943,1
1493,6298,1
1493,6357,1
1493,6793,1
1493,6877,1
1493,7262,1
1493,7441,1
1493,7830,1
1493,8120,1
1493,9090,1
1493,9232,1
1493,9397,1
1494,2300,1
1494,2552,1
1494,2851,1
1494,3365,1
1494,3597,1
1494,3788,1
1494,4318,1
1494,4901,1
1494,6111,1
1494,6216,1
1494,6758,1
1494,7816,1
1494,8212,1
1494,8320,1
1494,8398,1
1494,9523,1
1495,2061,1
1495,2147,1
1495,2151,1
1495,2776,1
1495,2890,1
1495,3166,1
1495,3977,1
1495,5110,1
1495,5142,1
1495,5206,1
1495,5748,1
1495,6216,1
1495,6643,1
1495,8285,1
1495,8462,1
1496,1502,1
1496,1774,1
1496,2396,1
1496,2791,1
1496,4110,1
1496,4416,1
1496,5042,1
1496,5569,1
1496,5625,1
1496,5654,1
1496,6208,1
1496,7471,1
1496,8007,1
1496,8220,1
1496,8678,1
1496,8937,1
1497,1808,1
1497,2324,1
1497,2586,1
1497,2766,1
1497,4549,1
1497,5437,1
1497,5665,1
1497,6220,1
1497,6407,1
1497,6460,1
1497,7949,1
1497,8764,1
1497,9918,1
1498,1698,1
1498,1708,1
1498,2703,1
1498,3385,1
1498,3534,1
1498,3695,1
1498,4727,1
1498,5680,1
1498,5824,1
1498,6313,1
1498,6612,1
1498,7818,1
1498,8351,1
1498,8611,1
1499,3008,1
1499,4451,1
1499,6098,1
1499,6914,1
1499,6931,1
1499,6997,1
1499,7169,1
1499,7217,1
1499,7830,1
1499,8144,1
1499,8360,1
1499,8391,1
1499,8566,1
1500,1929,1
1500,3864,1
1500,4346,1
1500,4369,1
1500,4597,1
1500,5777,1
1500,6369,1
1500,6485,1
1500,7944,1
1500,8004,1
1500,8064,1
1500,8269,1
1500,9110,1
1500,9238,1
1500,9385,1
1500,9421,1
1500,9498,1
1500,9895,1
1500,9906,1
1500,9984,1
1501,2027,1
1501,2755,1
1501,2891,1
1501,3328,1
1501,3673,1
1501,5347,1
1501,6310,1
1501,7053,1
1501,8647,1
1501,9012,1
1501,9558,1
1501,9767,1
1502,1563,1
1502,2060,1
1502,3529,1
1502,3890,1
1502,4065,1
1502,4979,1
1502,5958,1
1502,7417,1
1502,7428,1
1502,7725,1
1502,8389,1
1502,8442,1
1502,8761,1
1502,8928,1
1502,9051,1
1502,9364,1
1502,9429,1
1502,9704,1
1502,9807,1
1503,1674,1
1503,1730,1
1503,2415,1
1503,2634,1
1503,3281,1
1503,3825,1
1503,3948,1
1503,5484,1
1503,5628,1
1503,5771,1
1503,5985,1
1503,6469,1
1503,6729,1
1503,6981,1
1503,7284,1
1503,7636,1
1503,7938,1
1503,8413,1
1503,8755,1
1504,3116,1
1504,4211,1
1504,4323,1
1504,4788,1
1504,5035,1
1504,5229,1
1504,5468,1
1504,5899,1
1504,6643,1
1504,6964,1
1504,7142,1
1504,7430,1
1504,8132,1
1504,8453,1
1504,8924,1
1504,9177,1
1504,9230,1
1504,9714,1
1505,1771,1
1505,3803,1
1505,3906,1
1505,4659,1
1505,5106,1
1505,5125,1
1505,5762,1
1505,6257,1
1505,6549,1
1505,7290,1
1505,7388,1
1505,8010,1
1505,8512,1
1505,9149,1
1506,2592,1
1506,2604,1
1506,3108,1
1506,3312,1
1506,3752,1
1506,4829,1
1506,4937,1
1506,5098,1
1506,5571,1
1506,5983,1
1506,6243,1
1506,6784,1
1506,7366,1
1506,8790,1
1506,9054,1
1506,9676,1
1506,9900,1
1507,1840,1
1507,2470,1
1507,2504,1
1507,2507,1
1507,2554,1
1507,2714,1
1507,2899,1
1507,2936,1
1507,3513,1
1507,4165,1
1507,5010,1
1507,7823,1
1507,7859,1
1507,7869,1
1507,9251,1
1507,9363,1
1507,9512,1
1507,9517,1
1508,1891,1
1508,2311,1
1508,3858,1
1508,5579,1
1508,5748,1
1508,5951,1
1508,6210,1
1508,6941,1
1508,7051,1
1508,7216,1
1508,8349,1
1508,8606,1
1508,9305,1
1508,9563,1
1509,1781,1
1509,2365,1
1509,2701,1
1509,2912,1
1509,3041,1
1509,3055,1
1509,3071,1
1509,3337,1
1509,4277,1
1509,5191,1
1509,7219,1
1509,7544,1
1509,7954,1
1509,8526,1
1509,9775,1
1510,2905,1
1510,3305,1
1510,3442,1
1510,4464,1
1510,4811,1
1510,5173,1
1510,5297,1
1510,5697,1
1510,6358,1
1510,6958,1
1510,7343,1
1510,7636,1
1510,8013,1
1510,8170,1
1511,1632,1
1511,1859,1
1511,3204,1
1511,3212,1
1511,3754,1
1511,4839,1
1511,5092,1
1511,5721,1
1511,6251,1
1511,6487,1
1511,6746,1
1511,6795,1
1511,7649,1
1511,7898,1
1511,8379,1
1512,1572,1
1512,1870,1
1512,3546,1
1512,4795,1
1512,5898,1
1512,6441,1
1512,7034,1
1512,7802,1
1512,8390,1
1512,8456,1
1512,9058,1
1513,1896,1
1513,2906,1
1513,5173,1
1513,5246,1
1513,5399,1
1513,6313,1
1513,6843,1
1513,6949,1
1513,7163,1
1513,7832,1
1513,8589,1
1513,8707,1
1513,8773,1
1514,1607,1
1514,3278,1
1514,3641,1
1514,4064,1
1514,4204,1
1514,5084,1
1514,6212,1
1514,6302,1
1514,8097,1
1514,8225,1
1514,8571,1
1514,9520,1
1515,3517,1
1515,4269,1
1515,4707,1
1515,4851,1
1515,5184,1
1515,5522,1
1515,5892,1
1515,6284,1
1515,6498,1
1515,6628,1
1515,6665,1
1515,6714,1
1515,7534,1
1515,7909,1
1515,8184,1
1515,8720,1
1515,8936,1
1515,9160,1
1515,9782,1
1515,9976,1
1515,9996,1
1516,1635,1
1516,2029,1
1516,2487,1
1516,3465,1
1516,3647,1
1516,3736,1
1516,4426,1
1516,4534,1
1516,4703,1
1516,4725,1
1516,4917,1
1516,5141,1
1516,5338,1
1516,6000,1
1516,7122,1
1516,7501,1
1516,7670,1
1516,8673,1
1516,8709,1
1516,8743,1
1516,9228,1
1516,9428,1
1517,1959,1
1517,2647,1
1517,2970,1
1517,3226,1
1517,4056,1
1517,4187,1
1517,4289,1
1517,4746,1
1517,5191,1
1517,5761,1
1517,6649,1
1517,6732,1
1517,7031,1
1517,7518,1
1517,7558,1
1517,8505,1
1517,8669,1
1517,9242,1
1518,1805,1
1518,2003,1
1518,2279,1
1518,2690,1
1518,3118,1
1518,3133,1
1518,3448,1
1518,3821,1
1518,3844,1
1518,3910,1
1518,4380,1
1518,4451,1
1518,5137,1
1518,5800,1
1518,6332,1
1518,6856,1
1518,6943,1
1518,8823,1
1518,9081,1
1518,9351,1
1518,9818,1
1519,1968,1
1519,2094,1
1519,2311,1
1519,2540,1
1519,4114,1
1519,4165,1
1519,4252,1
1519,4463,1
1519,5015,1
1519,5943,1
1519,6008,1
1519,7675,1
1519,8696,1
1519,8861,1
1519,9283,1
1520,1695,1
1520,2591,1
1520,3063,1
1520,4203,1
1520,4223,1
1520,5252,1
1520,5652,1
1520,6360,1
1520,6650,1
1520,7035,1
1520,7918,1
1520,8804,1
1520,9067,1
1520,9203,1
1520,9364,1
1520,9906,1
1521,1989,1
1521,2276,1
1521,3947,1
1521,4063,1
1521,4910,1
1521,5345,1
1521,6147,1
1521,6518,1
1521,6779,1
1521,6845,1
1521,8056,1
1521,8114,1
1521,9051,1
1521,9646,1
1521,9800,1
1522,3469,1
1522,3863,1
1522,4311,1
1522,4989,1
1522,6027,1
1522,6104,1
1522,6303,1
1522,6736,1
1522,7538,1
1522,8873,1
1523,1548,1
1523,2217,1
1523,3339,1
1523,3650,1
1523,3692,1
1523,4161,1
1523,4283,1
1523,4646,1
1523,5941,1
1523,5954,1
1523,6607,1
1523,8141,1
1523,8524,1
1523,8772,1
1523,9128,1
1524,1583,1
1524,2086,1
1524,2361,1
1524,2387,1
1524,3138,1
1524,3712,1
1524,5798,1
1524,6073,1
1524,6214,1
1524,7723,1
1524,7902,1
1524,8423,1
1524,9794,1
1524,9913,1
1525,2264,1
1525,4011,1
1525,4158,1
1525,4344,1
1525,5116,1
1525,6550,1
1525,6897,1
1525,7339,1
1525,7446,1
1525,7507,1
1525,7725,1
1525,7813,1
1525,8418,1
1525,8675,1
1525,8910,1
1526,2212,1
1526,3011,1
1526,3533,1
1526,3859,1
1526,4168,1
1526,4327,1
1526,5146,1
1526,5459,1
1526,6584,1
1526,7079,1
1526,7477,1
1526,9757,1
1527,2580,1
1527,2948,1
1527,3190,1
1527,3957,1
1527,3979,1
1527,6023,1
1527,7266,1
1527,8300,1
1528,1678,1
1528,2015,1
1528,2048,1
1528,2166,1
1528,2569,1
1528,2962,1
1528,3056,1
1528,3330,1
1528,3822,1
1528,4033,1
1528,4119,1
1528,4170,1
1528,4945,1
1528,5435,1
1528,5608,1
1528,6184,1
1528,7944,1
1528,8432,1
1528,9042,1
1528,9378,1
1528,9830,1
1529,1632,1
1529,1864,1
1529,2137,1
1529,2656,1
1529,2712,1
1529,2841,1
1529,3268,1
1529,3303,1
1529,4168,1
